run_name  , processor, model , parameters, status , generation_count, latency, total_tokens, prompt_tokens, completion_tokens, parameters.1, timestamp , test_date, category                  , trace_id, batch_id
3517_tpusg, tpusg    , phi4  , True      , success,                1,   19.64,         2756,          1806,               950, True        , 1755530998,      8.19, phi4_tpusg_P              , 35173ca2, phi4_5301_tpusg
3517_tpusg, tpusg    , phi4  , True      , success,                1,   19.64,         2756,          1806,               950, True        , 1755530998,      8.17, phi4_tpusg_P              , 35173ca2, phi4_e0fc_tpusg
07de_tpusg, tpusg    , phi4  , True      , success,                1,   19.49,         2750,          1806,               944, True        , 1755531077,      8.19, phi4_tpusg_P              , 07deb9f7, phi4_6f79_tpusg
07de_tpusg, tpusg    , phi4  , True      , success,                1,   19.49,         2750,          1806,               944, True        , 1755531077,      8.17, phi4_tpusg_P              , 07deb9f7, phi4_ee61_tpusg
2a50_tpusg, tpusg    , phi4  , True      , success,                1,   19.74,         2750,          1806,               944, True        , 1755531156,      8.19, phi4_tpusg_P              , 2a504aa5, phi4_4c6f_tpusg
2a50_tpusg, tpusg    , phi4  , True      , success,                1,   19.74,         2750,          1806,               944, True        , 1755531156,      8.17, phi4_tpusg_P              , 2a504aa5, phi4_c3a1_tpusg
beee_tpusg, tpusg    , phi4  , True      , success,                1,   19.61,         2757,          1806,               951, True        , 1755531234,      8.19, phi4_tpusg_P              , beee1e41, phi4_9ba6_tpusg
beee_tpusg, tpusg    , phi4  , True      , success,                1,   19.61,         2757,          1806,               951, True        , 1755531234,      8.17, phi4_tpusg_P              , beee1e41, phi4_a0b4_tpusg
27ee_tpusg, tpusg    , phi4  , True      , success,                1,   19.7 ,         2750,          1806,               944, True        , 1755531313,      8.19, phi4_tpusg_P              , 27ee80d5, phi4_4bfb_tpusg
27ee_tpusg, tpusg    , phi4  , True      , success,                1,   19.7 ,         2750,          1806,               944, True        , 1755531313,      8.17, phi4_tpusg_P              , 27ee80d5, phi4_3089_tpusg
8469_tpusg, tpusg    , phi4  , True      , success,                1,   19.47,         2750,          1806,               944, True        , 1755531391,      8.19, phi4_tpusg_P              , 8469bfdd, phi4_fb31_tpusg
8469_tpusg, tpusg    , phi4  , True      , success,                1,   19.47,         2750,          1806,               944, True        , 1755531391,      8.17, phi4_tpusg_P              , 8469bfdd, phi4_7cfe_tpusg
ec21_tpusg, tpusg    , phi4  , True      , success,                1,   19.48,         2750,          1806,               944, True        , 1755531469,      8.19, phi4_tpusg_P              , ec219e7c, phi4_8266_tpusg
ec21_tpusg, tpusg    , phi4  , True      , success,                1,   19.48,         2750,          1806,               944, True        , 1755531469,      8.17, phi4_tpusg_P              , ec219e7c, phi4_139e_tpusg
ec31_tpusg, tpusg    , phi4  , True      , success,                1,   19.56,         2756,          1806,               950, True        , 1755531548,      8.19, phi4_tpusg_P              , ec31ab00, phi4_307f_tpusg
ec31_tpusg, tpusg    , phi4  , True      , success,                1,   19.56,         2756,          1806,               950, True        , 1755531548,      8.17, phi4_tpusg_P              , ec31ab00, phi4_8e52_tpusg
83ca_tpusg, tpusg    , phi4  , True      , success,                1,   19.5 ,         2750,          1806,               944, True        , 1755531627,      8.19, phi4_tpusg_P              , 83ca8eba, phi4_b2f3_tpusg
83ca_tpusg, tpusg    , phi4  , True      , success,                1,   19.5 ,         2750,          1806,               944, True        , 1755531627,      8.17, phi4_tpusg_P              , 83ca8eba, phi4_95bb_tpusg
43cb_tpusg, tpusg    , phi4  , True      , success,                1,   19.47,         2750,          1806,               944, True        , 1755531706,      8.19, phi4_tpusg_P              , 43cb2b23, phi4_cc77_tpusg
43cb_tpusg, tpusg    , phi4  , True      , success,                1,   19.47,         2750,          1806,               944, True        , 1755531706,      8.17, phi4_tpusg_P              , 43cb2b23, phi4_ef4e_tpusg
deaa_tpusg, tpusg    , phi4  , True      , success,                1,   19.58,         2757,          1806,               951, True        , 1755531784,      8.19, phi4_tpusg_P              , deaa1ec6, phi4_70db_tpusg
deaa_tpusg, tpusg    , phi4  , True      , success,                1,   19.58,         2757,          1806,               951, True        , 1755531784,      8.17, phi4_tpusg_P              , deaa1ec6, phi4_877b_tpusg
c4cd_tpusg, tpusg    , phi4  , True      , success,                1,   19.1 ,         2732,          1806,               926, True        , 1755531863,      8.19, phi4_tpusg_P              , c4cdcf88, phi4_87c9_tpusg
c4cd_tpusg, tpusg    , phi4  , True      , success,                1,   19.1 ,         2732,          1806,               926, True        , 1755531863,      8.17, phi4_tpusg_P              , c4cdcf88, phi4_8982_tpusg
d318_tpusg, tpusg    , phi4  , True      , success,                1,   19.65,         2750,          1806,               944, True        , 1755531940,      8.19, phi4_tpusg_P              , d318e17d, phi4_cdc6_tpusg
d318_tpusg, tpusg    , phi4  , True      , success,                1,   19.65,         2750,          1806,               944, True        , 1755531940,      8.17, phi4_tpusg_P              , d318e17d, phi4_7773_tpusg
d808_tpusg, tpusg    , phi4  , True      , success,                1,   19.57,         2750,          1806,               944, True        , 1755532019,      8.19, phi4_tpusg_P              , d8083a80, phi4_2813_tpusg
d808_tpusg, tpusg    , phi4  , True      , success,                1,   19.57,         2750,          1806,               944, True        , 1755532019,      8.17, phi4_tpusg_P              , d8083a80, phi4_1b15_tpusg
5aea_tpusg, tpusg    , phi4  , True      , success,                1,   19.58,         2756,          1806,               950, True        , 1755532098,      8.19, phi4_tpusg_P              , 5aeab35f, phi4_f6d8_tpusg
5aea_tpusg, tpusg    , phi4  , True      , success,                1,   19.58,         2756,          1806,               950, True        , 1755532098,      8.17, phi4_tpusg_P              , 5aeab35f, phi4_5b22_tpusg
f983_tpusg, tpusg    , phi4  , True      , success,                1,   19.12,         2732,          1806,               926, True        , 1755532176,      8.19, phi4_tpusg_P              , f983f417, phi4_84d0_tpusg
f983_tpusg, tpusg    , phi4  , True      , success,                1,   19.12,         2732,          1806,               926, True        , 1755532176,      8.17, phi4_tpusg_P              , f983f417, phi4_e058_tpusg
cc26_tpusg, tpusg    , phi4  , True      , success,                1,   19.5 ,         2750,          1806,               944, True        , 1755532255,      8.19, phi4_tpusg_P              , cc264bd0, phi4_e4e9_tpusg
cc26_tpusg, tpusg    , phi4  , True      , success,                1,   19.5 ,         2750,          1806,               944, True        , 1755532255,      8.17, phi4_tpusg_P              , cc264bd0, phi4_a2b9_tpusg
5dbb_tpusg, tpusg    , phi4  , True      , success,                1,   19.47,         2750,          1806,               944, True        , 1755532333,      8.19, phi4_tpusg_P              , 5dbb99ce, phi4_b943_tpusg
5dbb_tpusg, tpusg    , phi4  , True      , success,                1,   19.47,         2750,          1806,               944, True        , 1755532333,      8.17, phi4_tpusg_P              , 5dbb99ce, phi4_3323_tpusg
7c23_tpusg, tpusg    , phi4  , True      , success,                1,   19.58,         2756,          1806,               950, True        , 1755532412,      8.19, phi4_tpusg_P              , 7c232810, phi4_58f1_tpusg
7c23_tpusg, tpusg    , phi4  , True      , success,                1,   19.58,         2756,          1806,               950, True        , 1755532412,      8.17, phi4_tpusg_P              , 7c232810, phi4_1dd0_tpusg
9ce5_tpusg, tpusg    , phi4  , True      , success,                1,   19.12,         2732,          1806,               926, True        , 1755532490,      8.19, phi4_tpusg_P              , 9ce589f7, phi4_67e8_tpusg
9ce5_tpusg, tpusg    , phi4  , True      , success,                1,   19.12,         2732,          1806,               926, True        , 1755532490,      8.17, phi4_tpusg_P              , 9ce589f7, phi4_6638_tpusg
e5d9_tpusg, tpusg    , phi4  , True      , success,                1,   19.46,         2750,          1806,               944, True        , 1755532569,      8.19, phi4_tpusg_P              , e5d98b13, phi4_5c7b_tpusg
e5d9_tpusg, tpusg    , phi4  , True      , success,                1,   19.46,         2750,          1806,               944, True        , 1755532569,      8.17, phi4_tpusg_P              , e5d98b13, phi4_25b8_tpusg
40d1_tpusg, tpusg    , phi4  , True      , success,                1,   19.58,         2757,          1806,               951, True        , 1755532647,      8.19, phi4_tpusg_P              , 40d16255, phi4_540b_tpusg
40d1_tpusg, tpusg    , phi4  , True      , success,                1,   19.58,         2757,          1806,               951, True        , 1755532647,      8.17, phi4_tpusg_P              , 40d16255, phi4_9398_tpusg
b050_tpusg, tpusg    , phi4  , True      , success,                1,   42.92,         2754,          1806,               948, True        , 1754823682,      8.1 , phi4_tpusg_P              , b0500f27, phi4_c26f_tpusg
914a_tpusg, tpusg    , phi4  , True      , success,                1,   14.25,         2750,          1806,               944, True        , 1754823784,      8.1 , phi4_tpusg_P              , 914a2719, phi4_c26f_tpusg
89cf_tpusg, tpusg    , phi4  , True      , success,                1,   14.0 ,         2732,          1806,               926, True        , 1754823858,      8.1 , phi4_tpusg_P              , 89cf62a6, phi4_c26f_tpusg
4f5a_tpusg, tpusg    , phi4  , True      , success,                1,   14.24,         2750,          1806,               944, True        , 1754823931,      8.1 , phi4_tpusg_P              , 4f5a4f4f, phi4_c26f_tpusg
55bb_tpusg, tpusg    , phi4  , True      , success,                1,   14.24,         2750,          1806,               944, True        , 1754824005,      8.1 , phi4_tpusg_P              , 55bbb60a, phi4_c26f_tpusg
42a1_tpusg, tpusg    , phi4  , True      , success,                1,   14.23,         2750,          1806,               944, True        , 1754824078,      8.1 , phi4_tpusg_P              , 42a17d06, phi4_c26f_tpusg
4a91_tpusg, tpusg    , phi4  , True      , success,                1,   14.24,         2749,          1806,               943, True        , 1754824150,      8.1 , phi4_tpusg_P              , 4a914b33, phi4_c26f_tpusg
f9f5_tpusg, tpusg    , phi4  , True      , success,                1,   14.33,         2756,          1806,               950, True        , 1754824224,      8.1 , phi4_tpusg_P              , f9f5160d, phi4_c26f_tpusg
b995_tpusg, tpusg    , phi4  , True      , success,                1,   14.31,         2756,          1806,               950, True        , 1754824298,      8.1 , phi4_tpusg_P              , b995e50a, phi4_c26f_tpusg
1dcd_tpusg, tpusg    , phi4  , True      , success,                1,   14.25,         2750,          1806,               944, True        , 1754824371,      8.1 , phi4_tpusg_P              , 1dcd201c, phi4_c26f_tpusg
79f0_tpusg, tpusg    , phi4  , True      , success,                1,   14.3 ,         2754,          1806,               948, True        , 1754824443,      8.1 , phi4_tpusg_P              , 79f0c82e, phi4_c26f_tpusg
0681_tpusg, tpusg    , phi4  , True      , success,                1,   13.99,         2732,          1806,               926, True        , 1754824517,      8.1 , phi4_tpusg_P              , 06810b68, phi4_c26f_tpusg
df93_tpusg, tpusg    , phi4  , True      , success,                1,   14.54,         2750,          1806,               944, True        , 1754824590,      8.1 , phi4_tpusg_P              , df93345b, phi4_c26f_tpusg
e63a_tpusg, tpusg    , phi4  , True      , success,                1,   14.39,         2756,          1806,               950, True        , 1754824664,      8.1 , phi4_tpusg_P              , e63ab647, phi4_c26f_tpusg
0d3c_tpusg, tpusg    , phi4  , True      , success,                1,   14.22,         2750,          1806,               944, True        , 1754824737,      8.1 , phi4_tpusg_P              , 0d3c4dbc, phi4_c26f_tpusg
3aef_tpusg, tpusg    , phi4  , True      , success,                1,   14.3 ,         2754,          1806,               948, True        , 1754824809,      8.1 , phi4_tpusg_P              , 3aef7466, phi4_c26f_tpusg
def6_tpusg, tpusg    , phi4  , True      , success,                1,   14.23,         2750,          1806,               944, True        , 1754824882,      8.1 , phi4_tpusg_P              , def6b8e6, phi4_c26f_tpusg
5237_tpusg, tpusg    , phi4  , True      , success,                1,   14.26,         2750,          1806,               944, True        , 1754824955,      8.1 , phi4_tpusg_P              , 5237fc06, phi4_c26f_tpusg
cdfd_tpusg, tpusg    , phi4  , True      , success,                1,   14.33,         2756,          1806,               950, True        , 1754825028,      8.1 , phi4_tpusg_P              , cdfd524e, phi4_c26f_tpusg
d5c4_tpusg, tpusg    , phi4  , True      , success,                1,   14.23,         2750,          1806,               944, True        , 1754825102,      8.1 , phi4_tpusg_P              , d5c407fa, phi4_c26f_tpusg
a472_tpusg, tpusg    , phi4  , True      , success,                1,   14.33,         2756,          1806,               950, True        , 1754825176,      8.1 , phi4_tpusg_P              , a472014d, phi4_c26f_tpusg
0818_tpusg, tpusg    , phi4  , True      , success,                1,   14.31,         2756,          1806,               950, True        , 1754825250,      8.1 , phi4_tpusg_P              , 08184e66, phi4_c26f_tpusg
e1eb_tpusg, tpusg    , phi4  , True      , success,                1,   14.3 ,         2754,          1806,               948, True        , 1754825322,      8.1 , phi4_tpusg_P              , e1ebb966, phi4_c26f_tpusg
d6b8_tpusg, tpusg    , phi4  , True      , success,                1,   14.31,         2754,          1806,               948, True        , 1754825395,      8.1 , phi4_tpusg_P              , d6b8dbd1, phi4_c26f_tpusg
1216_tpusg, tpusg    , phi4  , True      , success,                1,   13.99,         2732,          1806,               926, True        , 1754825468,      8.1 , phi4_tpusg_P              , 1216c207, phi4_c26f_tpusg
7c98_tpusg, tpusg    , phi4  , True      , success,                1,   14.58,         2754,          1806,               948, True        , 1754825541,      8.1 , phi4_tpusg_P              , 7c98874d, phi4_c26f_tpusg
e33f_tpusg, tpusg    , phi4  , True      , success,                1,   14.23,         2750,          1806,               944, True        , 1754825614,      8.1 , phi4_tpusg_P              , e33f16c1, phi4_c26f_tpusg
c50e_tpusg, tpusg    , phi4  , True      , success,                1,   13.99,         2732,          1806,               926, True        , 1754825687,      8.1 , phi4_tpusg_P              , c50e13ef, phi4_c26f_tpusg
c390_tpusg, tpusg    , phi4  , True      , success,                1,   14.25,         2750,          1806,               944, True        , 1754825760,      8.1 , phi4_tpusg_P              , c390bcf0, phi4_c26f_tpusg
0a9f_tpusg, tpusg    , phi4  , True      , success,                1,   14.29,         2749,          1806,               943, True        , 1754825834,      8.1 , phi4_tpusg_P              , 0a9fc2a6, phi4_c26f_tpusg
3888_pysg , psg      , qwen32, False     , success,                1,   20.25,         2300,          1618,               682, False       , 1754317999,      8.03, qwen2.5-coder:32b_psg_NP  , 38887890, qwen2.5-coder:32b_17ec_psg
05cd_pysg , psg      , qwen32, False     , failure,                5,  135.85,        14421,          9810,              4611, False       , 1754318030,      8.03, qwen2.5-coder:32b_psg_NP  , 05cd5e77, qwen2.5-coder:32b_17ec_psg
a0c7_pysg , psg      , qwen32, False     , failure,                5,  138.15,        14533,          9810,              4723, False       , 1754318174,      8.03, qwen2.5-coder:32b_psg_NP  , a0c7e478, qwen2.5-coder:32b_17ec_psg
9f37_pysg , psg      , qwen32, False     , success,                1,   19.47,         2273,          1618,               655, False       , 1754318319,      8.03, qwen2.5-coder:32b_psg_NP  , 9f37b1d6, qwen2.5-coder:32b_17ec_psg
5aad_pysg , psg      , qwen32, False     , success,                2,   45.51,         5198,          3666,              1532, False       , 1754318377,      8.03, qwen2.5-coder:32b_psg_NP  , 5aad1270, qwen2.5-coder:32b_17ec_psg
bc81_pysg , psg      , qwen32, False     , success,                3,   82.36,         8523,          5714,              2809, False       , 1754318460,      8.03, qwen2.5-coder:32b_psg_NP  , bc810e7e, qwen2.5-coder:32b_17ec_psg
feab_pysg , psg      , qwen32, False     , failure,                5,  121.85,        13921,          9810,              4111, False       , 1754318581,      8.03, qwen2.5-coder:32b_psg_NP  , feab58bc, qwen2.5-coder:32b_17ec_psg
5aa9_pysg , psg      , qwen32, False     , failure,                5,  131.17,        14278,          9810,              4468, False       , 1754318710,      8.03, qwen2.5-coder:32b_psg_NP  , 5aa99a12, qwen2.5-coder:32b_17ec_psg
d18c_pysg , psg      , qwen32, False     , success,                2,   46.16,         5226,          3666,              1560, False       , 1754318849,      8.03, qwen2.5-coder:32b_psg_NP  , d18c8893, qwen2.5-coder:32b_17ec_psg
02f1_pysg , psg      , qwen32, False     , failure,                5,  128.24,        14154,          9810,              4344, False       , 1754318907,      8.03, qwen2.5-coder:32b_psg_NP  , 02f13f42, qwen2.5-coder:32b_17ec_psg
9302_pysg , psg      , qwen32, False     , failure,                5,  124.69,        14034,          9810,              4224, False       , 1754319042,      8.03, qwen2.5-coder:32b_psg_NP  , 9302b1eb, qwen2.5-coder:32b_17ec_psg
86cd_pysg , psg      , qwen32, False     , failure,                5,  133.71,        14360,          9810,              4550, False       , 1754319174,      8.03, qwen2.5-coder:32b_psg_NP  , 86cd171f, qwen2.5-coder:32b_17ec_psg
366b_pysg , psg      , qwen32, False     , failure,                5,  127.14,        14119,          9810,              4309, False       , 1754319315,      8.03, qwen2.5-coder:32b_psg_NP  , 366bb35b, qwen2.5-coder:32b_17ec_psg
a155_pysg , psg      , qwen32, False     , failure,                5,  130.03,        14224,          9810,              4414, False       , 1754319450,      8.03, qwen2.5-coder:32b_psg_NP  , a1559d5c, qwen2.5-coder:32b_17ec_psg
dfd7_pysg , psg      , qwen32, False     , success,                4,  104.74,        11328,          7762,              3566, False       , 1754319587,      8.03, qwen2.5-coder:32b_psg_NP  , dfd7904b, qwen2.5-coder:32b_17ec_psg
3f04_pysg , psg      , qwen32, False     , failure,                5,  122.51,        13949,          9810,              4139, False       , 1754319731,      8.03, qwen2.5-coder:32b_psg_NP  , 3f04be7e, qwen2.5-coder:32b_17ec_psg
8d5e_pysg , psg      , qwen32, False     , failure,                5,  125.57,        14051,          9810,              4241, False       , 1754319861,      8.03, qwen2.5-coder:32b_psg_NP  , 8d5ee340, qwen2.5-coder:32b_17ec_psg
8f00_pysg , psg      , qwen32, False     , failure,                5,  121.86,        13925,          9810,              4115, False       , 1754319995,      8.03, qwen2.5-coder:32b_psg_NP  , 8f002a44, qwen2.5-coder:32b_17ec_psg
2f79_pysg , psg      , qwen32, False     , failure,                5,  117.93,        13777,          9810,              3967, False       , 1754320124,      8.03, qwen2.5-coder:32b_psg_NP  , 2f794bef, qwen2.5-coder:32b_17ec_psg
4c4c_pysg , psg      , qwen32, False     , failure,                5,  161.96,        15405,          9810,              5595, False       , 1754320258,      8.03, qwen2.5-coder:32b_psg_NP  , 4c4c611d, qwen2.5-coder:32b_17ec_psg
b9a7_pysg , psg      , qwen32, False     , success,                3,   81.22,         8489,          5714,              2775, False       , 1754320431,      8.03, qwen2.5-coder:32b_psg_NP  , b9a70039, qwen2.5-coder:32b_17ec_psg
2be6_pysg , psg      , qwen32, False     , failure,                5,  127.13,        14118,          9810,              4308, False       , 1754320551,      8.03, qwen2.5-coder:32b_psg_NP  , 2be6742d, qwen2.5-coder:32b_17ec_psg
d7ec_pysg , psg      , qwen32, False     , success,                1,   22.09,         2367,          1618,               749, False       , 1754320686,      8.03, qwen2.5-coder:32b_psg_NP  , d7ec69af, qwen2.5-coder:32b_17ec_psg
1b4a_pysg , psg      , qwen32, False     , success,                1,   19.29,         2266,          1618,               648, False       , 1754320745,      8.03, qwen2.5-coder:32b_psg_NP  , 1b4a9cb1, qwen2.5-coder:32b_17ec_psg
6f63_pysg , psg      , qwen32, False     , failure,                5,  168.23,        15638,          9810,              5828, False       , 1754320802,      8.03, qwen2.5-coder:32b_psg_NP  , 6f635a85, qwen2.5-coder:32b_17ec_psg
fe86_pysg , psg      , qwen32, False     , failure,                5,  140.47,        14609,          9810,              4799, False       , 1754320977,      8.03, qwen2.5-coder:32b_psg_NP  , fe86a644, qwen2.5-coder:32b_17ec_psg
fbe2_pysg , psg      , qwen32, False     , success,                1,   19.73,         2282,          1618,               664, False       , 1754321126,      8.03, qwen2.5-coder:32b_psg_NP  , fbe27366, qwen2.5-coder:32b_17ec_psg
3da9_pysg , psg      , qwen32, False     , success,                1,   19.84,         2286,          1618,               668, False       , 1754321183,      8.03, qwen2.5-coder:32b_psg_NP  , 3da911a8, qwen2.5-coder:32b_17ec_psg
7d50_pysg , psg      , qwen32, False     , success,                1,   20.11,         2296,          1618,               678, False       , 1754321241,      8.03, qwen2.5-coder:32b_psg_NP  , 7d502ba3, qwen2.5-coder:32b_17ec_psg
641e_pysg , psg      , qwen32, False     , failure,                5,  129.85,        14221,          9810,              4411, False       , 1754321299,      8.03, qwen2.5-coder:32b_psg_NP  , 641ef781, qwen2.5-coder:32b_17ec_psg
64a0_tpusg, tpusg    , qwen32, False     , success,                1,   23.71,         2632,          1833,               799, False       , 1754314713,      8.03, qwen2.5-coder:32b_tpusg_NP, 64a0bb35, qwen2.5-coder:32b_17ec_tpusg
f16e_tpusg, tpusg    , qwen32, False     , success,                1,   24.64,         2666,          1833,               833, False       , 1754314796,      8.03, qwen2.5-coder:32b_tpusg_NP, f16e81a2, qwen2.5-coder:32b_17ec_tpusg
b036_tpusg, tpusg    , qwen32, False     , success,                1,   25.28,         2682,          1833,               849, False       , 1754314878,      8.03, qwen2.5-coder:32b_tpusg_NP, b0366928, qwen2.5-coder:32b_17ec_tpusg
8cc2_tpusg, tpusg    , qwen32, False     , success,                2,   51.98,         5636,          3881,              1755, False       , 1754314962,      8.03, qwen2.5-coder:32b_tpusg_NP, 8cc23ee1, qwen2.5-coder:32b_17ec_tpusg
6b1e_tpusg, tpusg    , qwen32, False     , success,                2,   57.5 ,         5840,          3881,              1959, False       , 1754315080,      8.03, qwen2.5-coder:32b_tpusg_NP, 6b1ee198, qwen2.5-coder:32b_17ec_tpusg
d788_tpusg, tpusg    , qwen32, False     , success,                2,   56.63,         5813,          3881,              1932, False       , 1754315204,      8.03, qwen2.5-coder:32b_tpusg_NP, d7887820, qwen2.5-coder:32b_17ec_tpusg
74bb_tpusg, tpusg    , qwen32, False     , success,                1,   23.47,         2623,          1833,               790, False       , 1754315325,      8.03, qwen2.5-coder:32b_tpusg_NP, 74bb08e7, qwen2.5-coder:32b_17ec_tpusg
0d3b_tpusg, tpusg    , qwen32, False     , success,                3,   86.28,         8873,          5929,              2944, False       , 1754315407,      8.03, qwen2.5-coder:32b_tpusg_NP, 0d3b03a0, qwen2.5-coder:32b_17ec_tpusg
f67c_tpusg, tpusg    , qwen32, False     , success,                1,   24.52,         2660,          1833,               827, False       , 1754315568,      8.03, qwen2.5-coder:32b_tpusg_NP, f67c9001, qwen2.5-coder:32b_17ec_tpusg
efe7_tpusg, tpusg    , qwen32, False     , success,                2,   54.9 ,         5747,          3881,              1866, False       , 1754315651,      8.03, qwen2.5-coder:32b_tpusg_NP, efe79d78, qwen2.5-coder:32b_17ec_tpusg
e374_tpusg, tpusg    , qwen32, False     , success,                1,   25.72,         2704,          1833,               871, False       , 1754315772,      8.03, qwen2.5-coder:32b_tpusg_NP, e374a1d6, qwen2.5-coder:32b_17ec_tpusg
a16a_tpusg, tpusg    , qwen32, False     , success,                1,   23.98,         2636,          1833,               803, False       , 1754315855,      8.03, qwen2.5-coder:32b_tpusg_NP, a16a15ca, qwen2.5-coder:32b_17ec_tpusg
50fe_tpusg, tpusg    , qwen32, False     , success,                3,   83.9 ,         8779,          5929,              2850, False       , 1754315938,      8.03, qwen2.5-coder:32b_tpusg_NP, 50fe9f43, qwen2.5-coder:32b_17ec_tpusg
3a62_tpusg, tpusg    , qwen32, False     , success,                5,  142.17,        14870,         10025,              4845, False       , 1754316096,      8.03, qwen2.5-coder:32b_tpusg_NP, 3a62ae29, qwen2.5-coder:32b_17ec_tpusg
a42e_tpusg, tpusg    , qwen32, False     , success,                2,   53.18,         5678,          3881,              1797, False       , 1754316330,      8.03, qwen2.5-coder:32b_tpusg_NP, a42e261b, qwen2.5-coder:32b_17ec_tpusg
ea1c_tpusg, tpusg    , qwen32, False     , success,                1,   24.41,         2656,          1833,               823, False       , 1754316446,      8.03, qwen2.5-coder:32b_tpusg_NP, ea1c3741, qwen2.5-coder:32b_17ec_tpusg
011b_tpusg, tpusg    , qwen32, False     , success,                2,   62.46,         6010,          3881,              2129, False       , 1754316529,      8.03, qwen2.5-coder:32b_tpusg_NP, 011bc56e, qwen2.5-coder:32b_17ec_tpusg
37bd_tpusg, tpusg    , qwen32, False     , success,                1,   23.79,         2628,          1833,               795, False       , 1754316659,      8.03, qwen2.5-coder:32b_tpusg_NP, 37bdf340, qwen2.5-coder:32b_17ec_tpusg
8705_tpusg, tpusg    , qwen32, False     , success,                2,   54.91,         5742,          3881,              1861, False       , 1754316741,      8.03, qwen2.5-coder:32b_tpusg_NP, 87052819, qwen2.5-coder:32b_17ec_tpusg
26d4_tpusg, tpusg    , qwen32, False     , success,                1,   23.71,         2632,          1833,               799, False       , 1754316855,      8.03, qwen2.5-coder:32b_tpusg_NP, 26d4af01, qwen2.5-coder:32b_17ec_tpusg
e38f_tpusg, tpusg    , qwen32, False     , success,                3,   90.05,         9002,          5929,              3073, False       , 1754316936,      8.03, qwen2.5-coder:32b_tpusg_NP, e38f170f, qwen2.5-coder:32b_17ec_tpusg
8fa5_tpusg, tpusg    , qwen32, False     , success,                2,   56.05,         5795,          3881,              1914, False       , 1754317101,      8.03, qwen2.5-coder:32b_tpusg_NP, 8fa577ed, qwen2.5-coder:32b_17ec_tpusg
b5f8_tpusg, tpusg    , qwen32, False     , success,                1,   26.11,         2719,          1833,               886, False       , 1754317223,      8.03, qwen2.5-coder:32b_tpusg_NP, b5f8272f, qwen2.5-coder:32b_17ec_tpusg
989e_tpusg, tpusg    , qwen32, False     , success,                1,   23.87,         2638,          1833,               805, False       , 1754317308,      8.03, qwen2.5-coder:32b_tpusg_NP, 989ed9ee, qwen2.5-coder:32b_17ec_tpusg
ed97_tpusg, tpusg    , qwen32, False     , success,                4,  113.91,        11851,          7977,              3874, False       , 1754317390,      8.03, qwen2.5-coder:32b_tpusg_NP, ed976f13, qwen2.5-coder:32b_17ec_tpusg
a152_tpusg, tpusg    , qwen32, False     , success,                1,   24.61,         2663,          1833,               830, False       , 1754317587,      8.03, qwen2.5-coder:32b_tpusg_NP, a152a3ef, qwen2.5-coder:32b_17ec_tpusg
2000_tpusg, tpusg    , qwen32, False     , success,                1,   23.83,         2632,          1833,               799, False       , 1754317669,      8.03, qwen2.5-coder:32b_tpusg_NP, 20000bfa, qwen2.5-coder:32b_17ec_tpusg
c9f3_tpusg, tpusg    , qwen32, False     , success,                1,   23.42,         2622,          1833,               789, False       , 1754317752,      8.03, qwen2.5-coder:32b_tpusg_NP, c9f3ea27, qwen2.5-coder:32b_17ec_tpusg
abd1_tpusg, tpusg    , qwen32, False     , success,                1,   23.49,         2618,          1833,               785, False       , 1754317833,      8.03, qwen2.5-coder:32b_tpusg_NP, abd1dde4, qwen2.5-coder:32b_17ec_tpusg
9a22_tpusg, tpusg    , qwen32, False     , success,                1,   24.91,         2670,          1833,               837, False       , 1754317915,      8.03, qwen2.5-coder:32b_tpusg_NP, 9a228b50, qwen2.5-coder:32b_17ec_tpusg
e9b7_pysg , psg      , qwen32, True      , success,                5,  249.71,        15870,          9810,              6060, True        , 1753861635,      7.27, qwen2.5-coder:32b_psg_P   , e9b77ff6, qwen2.5-coder:32b_1974_psg
78c7_pysg , psg      , qwen32, True      , success,                4,  138.48,        11035,          7762,              3273, True        , 1753861892,      7.27, qwen2.5-coder:32b_psg_P   , 78c72c9b, qwen2.5-coder:32b_1974_psg
49c9_pysg , psg      , qwen32, True      , success,                4,  138.33,        10988,          7762,              3226, True        , 1753862068,      7.27, qwen2.5-coder:32b_psg_P   , 49c9d8f0, qwen2.5-coder:32b_1974_psg
b726_pysg , psg      , qwen32, True      , failure,                5,  167.96,        13781,          9810,              3971, True        , 1753862245,      7.27, qwen2.5-coder:32b_psg_P   , b726b1fe, qwen2.5-coder:32b_1974_psg
37e4_pysg , psg      , qwen32, True      , failure,                5,  189.44,        14302,          9810,              4492, True        , 1753862420,      7.27, qwen2.5-coder:32b_psg_P   , 37e4e01f, qwen2.5-coder:32b_1974_psg
6c9b_pysg , psg      , qwen32, True      , success,                5,  168.32,        13788,          9810,              3978, True        , 1753862617,      7.27, qwen2.5-coder:32b_psg_P   , 6c9b8cfc, qwen2.5-coder:32b_1974_psg
709e_pysg , psg      , qwen32, True      , success,                4,  138.32,        11052,          7762,              3290, True        , 1753862823,      7.27, qwen2.5-coder:32b_psg_P   , 709e22ac, qwen2.5-coder:32b_1974_psg
7ad3_pysg , psg      , qwen32, True      , failure,                5,  234.44,        15502,          9810,              5692, True        , 1753863000,      7.27, qwen2.5-coder:32b_psg_P   , 7ad33c9c, qwen2.5-coder:32b_1974_psg
